id,description,learning_outcomes,Skill,Level,Knowledge Required,Task Abilities
4836133201554,"in this course , the principle of the operation of the most important diagnostic imaging equipment will be presented . next , the basic algorithms for image processing and their application in the field of biomedical images will be studied . finally , computer vision will be studied in the biomedical field , [ NAME ] [ NAME ] the application of artificial intelligence algorithms for the automatic detection or measurement of patterns or characteristics in medical images .","to describe the physical operation of the main diagnostic imaging equipment . to describe what digital image processing consists of and its usefulness . to describe what computer vision is and its usefulness . to know how to pre - process /process a medical image . to know how to extract characteristics from a medical image . students must demonstrate that they have and understand knowledge in an area of study based on general secondary education . students must know how to apply their knowledge to their work or vocation in a professional way and have the competences that are demonstrated through the creation and defence of arguments and the resolution of problems within their field of study . students must have the ability to bring together and interpret significant data ( normally within their area of study ) and to issue judgements that include a reflection on important issues that are social , scientific or ethical in nature . students can transmit information , ideas , problems and solutions to specialist and non - specialist audiences . students have developed the necessary learning skills to undertake subsequent studies with a high degree of autonomy . to solve the maths problems that arise in the field of bioengineering . the ability to apply knowledge of geometry , calculate integrals , use numerical methods and achieve optimisation . to undertake a professional project in the field of bioengineering - specific technologies in which knowledge acquired through teaching is synthesised and incorporated . to apply specific bioengineering terminology both verbally and in writing in a foreign language . to be able to identify the engineering concepts that can be applied in the fields of biology and health . the ability to understand and apply biotechnological methodologies and tools to research , as well as to the development and production of products and services . to apply fundamental knowledge on using and programming computers , operating systems , databases and it programs to the field of bioengineering . to promote entrepreneurship and acquire knowledge for the organisation and management of bioengineering companies while paying attention to their legal framework and the regulations in force at the time . to hold a dialogue based on critical thinking on ideas connected to the main dimensions of the human being . to know how to work in a multilingual and multidisciplinary environment . to promote the values that are specific to a peaceful culture , thus contributing to democratic coexistence , respect for human rights and fundamental principles such as equality and non - discrimination . to be able to learn new methods and theories and be versatile so as to adapt to new situations . to resolve problems based on initiative , be good at decision - making , creativity , critical reasoning and communication , as well as the transmission of knowledge , skills and prowess in the field of bioengineering . to undertake calculations , valuations , appraisals , expert reports , studies , reports , work plans and other similar tasks . to apply the necessary legislation when exercising this profession . to analyse and evaluate the social and environmental impact of technical solutions . to apply quality principles and methods . the ability to organise and plan in the field of business , as well as in institutions and organisations . to apply work - related rules and understand the relationship between planning , industrial and commercial strategies , quality and profit . to acquire the ability to use skills , technology , the economy and sustainability in a balanced and compatible manner . to know how to communicate learning results to other people both verbally and in writing , and well as thought processes and decision - making ; . to participate in debates in each particular specialist areas . to be able to work as a member of an interdisciplinary team , whether as a member or by management tasks , with the aim of contributing to undertaking projects based on pragmatism and a feeling of responsibility , taking on commitment while bearing the resources available in mind . to use information sources in a reliable manner . to manage the acquisition , structuring , analysis and visualisation of data and information in your specialist area and critically evaluate the results of this management . to detect gaps in your own knowledge and overcome this through critical reflection and choosing better actions to broaden your knowledge . to be fluent in a third language , usually english , with a suitable verbal and written level that is in line with graduate requirements . identify the functional parts /blocks of the different diagnostic imaging equipment . know and describe the radiological personal protection measures . know and describe the biological effects of radiation . describe and know how to reconstruct a tomographic image . describe and know how to use image enhancement algorithms . describe and know how to use image scaling and rotation algorithms . describe and know how to use image segmentation algorithms . know the different formats of medical images . know how to apply deep learning algorithms in an image . know how to extract relevant characteristics from a medical image . know how to use and program the rspberrypi hardware platform to acquire images in real time . know how to use and program the rspberrypi hardware platform to process images .",Deep Learning,5,"['neural networks', 'machine learning', 'image analysis']","['image classification', 'object detection', 'image segmentation.']"
4836133201554,"in this course , the principle of the operation of the most important diagnostic imaging equipment will be presented . next , the basic algorithms for image processing and their application in the field of biomedical images will be studied . finally , computer vision will be studied in the biomedical field , [ NAME ] [ NAME ] the application of artificial intelligence algorithms for the automatic detection or measurement of patterns or characteristics in medical images .","to describe the physical operation of the main diagnostic imaging equipment . to describe what digital image processing consists of and its usefulness . to describe what computer vision is and its usefulness . to know how to pre - process /process a medical image . to know how to extract characteristics from a medical image . students must demonstrate that they have and understand knowledge in an area of study based on general secondary education . students must know how to apply their knowledge to their work or vocation in a professional way and have the competences that are demonstrated through the creation and defence of arguments and the resolution of problems within their field of study . students must have the ability to bring together and interpret significant data ( normally within their area of study ) and to issue judgements that include a reflection on important issues that are social , scientific or ethical in nature . students can transmit information , ideas , problems and solutions to specialist and non - specialist audiences . students have developed the necessary learning skills to undertake subsequent studies with a high degree of autonomy . to solve the maths problems that arise in the field of bioengineering . the ability to apply knowledge of geometry , calculate integrals , use numerical methods and achieve optimisation . to undertake a professional project in the field of bioengineering - specific technologies in which knowledge acquired through teaching is synthesised and incorporated . to apply specific bioengineering terminology both verbally and in writing in a foreign language . to be able to identify the engineering concepts that can be applied in the fields of biology and health . the ability to understand and apply biotechnological methodologies and tools to research , as well as to the development and production of products and services . to apply fundamental knowledge on using and programming computers , operating systems , databases and it programs to the field of bioengineering . to promote entrepreneurship and acquire knowledge for the organisation and management of bioengineering companies while paying attention to their legal framework and the regulations in force at the time . to hold a dialogue based on critical thinking on ideas connected to the main dimensions of the human being . to know how to work in a multilingual and multidisciplinary environment . to promote the values that are specific to a peaceful culture , thus contributing to democratic coexistence , respect for human rights and fundamental principles such as equality and non - discrimination . to be able to learn new methods and theories and be versatile so as to adapt to new situations . to resolve problems based on initiative , be good at decision - making , creativity , critical reasoning and communication , as well as the transmission of knowledge , skills and prowess in the field of bioengineering . to undertake calculations , valuations , appraisals , expert reports , studies , reports , work plans and other similar tasks . to apply the necessary legislation when exercising this profession . to analyse and evaluate the social and environmental impact of technical solutions . to apply quality principles and methods . the ability to organise and plan in the field of business , as well as in institutions and organisations . to apply work - related rules and understand the relationship between planning , industrial and commercial strategies , quality and profit . to acquire the ability to use skills , technology , the economy and sustainability in a balanced and compatible manner . to know how to communicate learning results to other people both verbally and in writing , and well as thought processes and decision - making ; . to participate in debates in each particular specialist areas . to be able to work as a member of an interdisciplinary team , whether as a member or by management tasks , with the aim of contributing to undertaking projects based on pragmatism and a feeling of responsibility , taking on commitment while bearing the resources available in mind . to use information sources in a reliable manner . to manage the acquisition , structuring , analysis and visualisation of data and information in your specialist area and critically evaluate the results of this management . to detect gaps in your own knowledge and overcome this through critical reflection and choosing better actions to broaden your knowledge . to be fluent in a third language , usually english , with a suitable verbal and written level that is in line with graduate requirements . identify the functional parts /blocks of the different diagnostic imaging equipment . know and describe the radiological personal protection measures . know and describe the biological effects of radiation . describe and know how to reconstruct a tomographic image . describe and know how to use image enhancement algorithms . describe and know how to use image scaling and rotation algorithms . describe and know how to use image segmentation algorithms . know the different formats of medical images . know how to apply deep learning algorithms in an image . know how to extract relevant characteristics from a medical image . know how to use and program the rspberrypi hardware platform to acquire images in real time . know how to use and program the rspberrypi hardware platform to process images .",Programming,3,"['coding languages', 'hardware interfaces', 'software development']","['software development', 'data acquisition', 'image processing.']"
1803886268353,"a study of the fundamental operations of whole numbers , integers , fractions , and decimals , including an introduction to percents .","communication skills . critical thinking . social responsibility . add , subtract , multiply and divide whole numbers through the order of operations including application problems . add , subtract , multiply and divide integers through the order of operations including application problems . add , subtract , multiply and divide fractions and mixed numbers through the order of operations including application problems . add , subtract , multiply and divide decimals through the order of operations including application problems . convert between fractions , decimals and percentages .",Whole Number Operations,3,"['number systems', 'arithmetic rules', 'problem solving']","['addition', 'subtraction', 'multiplication', 'division.']"
1803886268353,"a study of the fundamental operations of whole numbers , integers , fractions , and decimals , including an introduction to percents .","communication skills . critical thinking . social responsibility . add , subtract , multiply and divide whole numbers through the order of operations including application problems . add , subtract , multiply and divide integers through the order of operations including application problems . add , subtract , multiply and divide fractions and mixed numbers through the order of operations including application problems . add , subtract , multiply and divide decimals through the order of operations including application problems . convert between fractions , decimals and percentages .",Integer Operations,3,"['number systems', 'arithmetic rules', 'problem solving']","['addition', 'subtraction', 'multiplication', 'division.']"
1803886268353,"a study of the fundamental operations of whole numbers , integers , fractions , and decimals , including an introduction to percents .","communication skills . critical thinking . social responsibility . add , subtract , multiply and divide whole numbers through the order of operations including application problems . add , subtract , multiply and divide integers through the order of operations including application problems . add , subtract , multiply and divide fractions and mixed numbers through the order of operations including application problems . add , subtract , multiply and divide decimals through the order of operations including application problems . convert between fractions , decimals and percentages .",Fraction Operations,3,"['number systems', 'arithmetic rules', 'problem solving']","['addition', 'subtraction', 'multiplication', 'division.']"
1803886268353,"a study of the fundamental operations of whole numbers , integers , fractions , and decimals , including an introduction to percents .","communication skills . critical thinking . social responsibility . add , subtract , multiply and divide whole numbers through the order of operations including application problems . add , subtract , multiply and divide integers through the order of operations including application problems . add , subtract , multiply and divide fractions and mixed numbers through the order of operations including application problems . add , subtract , multiply and divide decimals through the order of operations including application problems . convert between fractions , decimals and percentages .",Decimal Operations,3,"['number systems', 'arithmetic rules', 'problem solving']","['addition', 'subtraction', 'multiplication', 'division.']"
1803886268353,"a study of the fundamental operations of whole numbers , integers , fractions , and decimals , including an introduction to percents .","communication skills . critical thinking . social responsibility . add , subtract , multiply and divide whole numbers through the order of operations including application problems . add , subtract , multiply and divide integers through the order of operations including application problems . add , subtract , multiply and divide fractions and mixed numbers through the order of operations including application problems . add , subtract , multiply and divide decimals through the order of operations including application problems . convert between fractions , decimals and percentages .",Communication Skills,2,"['verbal expression', 'written expression', 'active listening']","['explaining concepts', 'presenting information', 'collaborating.']"
15496242014350,"an introduction to fine art printmaking . technical approaches may include monotype , drypoint and relief .","demonstrate an understanding of fundamental printmaking techniques including but not limited to operating an etching press , using a roller / brayer , handling small tools , and editioning prints through the completion of three projects . demonstrate a comprehensive understanding of linocut , monotype , and drypoint print production through the observation of demonstrations , experimentation with , and creation of prints using each of these media . develop imagery for each project that demonstrates creative vision and individuality through the understanding and application of elements and principles of art . respectfully evaluate their classmate ’s work , offering supportive formal and conceptual feedback by contributing during discussion and critique . succinctly summarize and communicate formal and conceptual information about their own work , responding in a professional manner to feedback and , when appropriate , employing their peers and instructor 's feedback . demonstrate respect for others and themselves by being prepared for class , being punctual and present , effectively communicating , maintaining cleanliness , and working safely and responsibly . gain an understanding of the conceptual potential of printmaking practices within the realm of contemporary art .",Printmaking Techniques,3,"['printmaking processes', 'art materials', 'handtool operation']","['operating press', 'rolling ink', 'creating prints.']"
15496242014350,"an introduction to fine art printmaking . technical approaches may include monotype , drypoint and relief .","demonstrate an understanding of fundamental printmaking techniques including but not limited to operating an etching press , using a roller / brayer , handling small tools , and editioning prints through the completion of three projects . demonstrate a comprehensive understanding of linocut , monotype , and drypoint print production through the observation of demonstrations , experimentation with , and creation of prints using each of these media . develop imagery for each project that demonstrates creative vision and individuality through the understanding and application of elements and principles of art . respectfully evaluate their classmate ’s work , offering supportive formal and conceptual feedback by contributing during discussion and critique . succinctly summarize and communicate formal and conceptual information about their own work , responding in a professional manner to feedback and , when appropriate , employing their peers and instructor 's feedback . demonstrate respect for others and themselves by being prepared for class , being punctual and present , effectively communicating , maintaining cleanliness , and working safely and responsibly . gain an understanding of the conceptual potential of printmaking practices within the realm of contemporary art .",Art Principles,3,"['composition', 'color theory', 'visual elements']","['designing artwork', 'applying principles', 'composing images.']"
15496242014350,"an introduction to fine art printmaking . technical approaches may include monotype , drypoint and relief .","demonstrate an understanding of fundamental printmaking techniques including but not limited to operating an etching press , using a roller / brayer , handling small tools , and editioning prints through the completion of three projects . demonstrate a comprehensive understanding of linocut , monotype , and drypoint print production through the observation of demonstrations , experimentation with , and creation of prints using each of these media . develop imagery for each project that demonstrates creative vision and individuality through the understanding and application of elements and principles of art . respectfully evaluate their classmate ’s work , offering supportive formal and conceptual feedback by contributing during discussion and critique . succinctly summarize and communicate formal and conceptual information about their own work , responding in a professional manner to feedback and , when appropriate , employing their peers and instructor 's feedback . demonstrate respect for others and themselves by being prepared for class , being punctual and present , effectively communicating , maintaining cleanliness , and working safely and responsibly . gain an understanding of the conceptual potential of printmaking practices within the realm of contemporary art .",Communication Skills,3,"['verbal communication', 'written feedback', 'art critique']","['giving feedback', 'receiving feedback', 'discussing artwork.']"
15496242014350,"an introduction to fine art printmaking . technical approaches may include monotype , drypoint and relief .","demonstrate an understanding of fundamental printmaking techniques including but not limited to operating an etching press , using a roller / brayer , handling small tools , and editioning prints through the completion of three projects . demonstrate a comprehensive understanding of linocut , monotype , and drypoint print production through the observation of demonstrations , experimentation with , and creation of prints using each of these media . develop imagery for each project that demonstrates creative vision and individuality through the understanding and application of elements and principles of art . respectfully evaluate their classmate ’s work , offering supportive formal and conceptual feedback by contributing during discussion and critique . succinctly summarize and communicate formal and conceptual information about their own work , responding in a professional manner to feedback and , when appropriate , employing their peers and instructor 's feedback . demonstrate respect for others and themselves by being prepared for class , being punctual and present , effectively communicating , maintaining cleanliness , and working safely and responsibly . gain an understanding of the conceptual potential of printmaking practices within the realm of contemporary art .",Studio Practice,2,"['studio safety', 'cleaning procedures', 'material organization']","['maintaining workspace', 'using tools safely', 'preparing materials.']"
15496242014350,"an introduction to fine art printmaking . technical approaches may include monotype , drypoint and relief .","demonstrate an understanding of fundamental printmaking techniques including but not limited to operating an etching press , using a roller / brayer , handling small tools , and editioning prints through the completion of three projects . demonstrate a comprehensive understanding of linocut , monotype , and drypoint print production through the observation of demonstrations , experimentation with , and creation of prints using each of these media . develop imagery for each project that demonstrates creative vision and individuality through the understanding and application of elements and principles of art . respectfully evaluate their classmate ’s work , offering supportive formal and conceptual feedback by contributing during discussion and critique . succinctly summarize and communicate formal and conceptual information about their own work , responding in a professional manner to feedback and , when appropriate , employing their peers and instructor 's feedback . demonstrate respect for others and themselves by being prepared for class , being punctual and present , effectively communicating , maintaining cleanliness , and working safely and responsibly . gain an understanding of the conceptual potential of printmaking practices within the realm of contemporary art .",Conceptual Understanding,2,"['art concepts', 'visual interpretation', 'contemporary art']","['analyzing artwork', 'exploring themes', 'developing concepts.']"
12816182438199,"english 1301    is    a study of the principles of composition with emphasis on language , the mechanics of writing , the types of discourse , and research and documentation .","identify rhetorical purposes and methods of organization appropriate to topic , thesis , and audience . collect , read , analyze , and use information from a wide range of sources . evaluate , edit , and revise at all stages of the writing process .",Composition,4,"['writing principles', 'rhetorical analysis', 'discourse types']","['organize information', 'develop thesis', 'write effectively.']"
12816182438199,"english 1301    is    a study of the principles of composition with emphasis on language , the mechanics of writing , the types of discourse , and research and documentation .","identify rhetorical purposes and methods of organization appropriate to topic , thesis , and audience . collect , read , analyze , and use information from a wide range of sources . evaluate , edit , and revise at all stages of the writing process .",Research,3,"['information gathering', 'source evaluation', 'documentation methods']","['locate sources', 'analyze data', 'cite sources.']"
12816182438199,"english 1301    is    a study of the principles of composition with emphasis on language , the mechanics of writing , the types of discourse , and research and documentation .","identify rhetorical purposes and methods of organization appropriate to topic , thesis , and audience . collect , read , analyze , and use information from a wide range of sources . evaluate , edit , and revise at all stages of the writing process .",Analysis,3,"['critical thinking', 'argumentation', 'evidence evaluation']","['interpret information', 'identify patterns', 'draw conclusions.']"
12816182438199,"english 1301    is    a study of the principles of composition with emphasis on language , the mechanics of writing , the types of discourse , and research and documentation .","identify rhetorical purposes and methods of organization appropriate to topic , thesis , and audience . collect , read , analyze , and use information from a wide range of sources . evaluate , edit , and revise at all stages of the writing process .",Communication,3,"['audience awareness', 'clarity of expression', 'conciseness']","['convey ideas', 'adapt writing style', 'engage readers.']"
12816182438199,"english 1301    is    a study of the principles of composition with emphasis on language , the mechanics of writing , the types of discourse , and research and documentation .","identify rhetorical purposes and methods of organization appropriate to topic , thesis , and audience . collect , read , analyze , and use information from a wide range of sources . evaluate , edit , and revise at all stages of the writing process .",Editing,3,"['grammar rules', 'style guides', 'revision techniques']","['proofread work', 'revise for clarity', 'improve flow.']"
11510512372764,"focuses on demonstrating knowledge of auto body repair . observe and obtain hands - on experience matching their learning objectives . credits are determined by total clock hours spent on site during the term . must be coordinated with supervisor , instructor and cooperative education specialist .","communicate effectively with employers , coworkers and customers , adapting to feedback as it pertains to advanced terminology , processes and skills of auto collision repair and professional workplace behavior . work safely in the auto collision repair industry and apply a proper understanding of the use of advanced tools , products and chemicals and how those items affect the local and global environment . identify and implement strategies and processes to solve workplace and vehicle repair problems , access and utilize advanced repair information in a rapidly changing technology . apply necessary advanced computation skills effectively as they pertain to auto collision repair . use an understanding of variation in culture and human interactions to working within the team environment in the auto collision repair industry . apply the advanced technical knowledge , skills and attitudes necessary to work within the ethical and professional parameters of the auto collision repair profession , with limited supervision and start a career in the auto collision repair industry . function safely in a licensed auto collision repair shop . student will understand and practice personal safety by using proper protective gear . student will understand and practice hand and power tool safety . student will understand and maintain a safe work area . access and explain the importance of material safety data sheets ( msds ) . demonstrate professional work ethics ( habits ) . arrive at facility on time and prepared for the day ’s activities . perform projects in accordance to specifications and procedures . follow directions in a positive manner . manage time productively . respect equipment and fellow workers . demonstrate skill in problem solving and decision making . apply auto body repair procedures in a variety of shop situations . replace non - welded parts . replace weld - on parts . perform panel repairs . assist with shop operations such as vehicle clean - up , shop maintenance , and help other technicians . appraise learned skills by providing a weekly written report .",Auto Body Repair,3,"['repair techniques', 'safety protocols', 'material properties']","['diagnose damage', 'perform repairs', 'use shop tools.']"
11510512372764,"focuses on demonstrating knowledge of auto body repair . observe and obtain hands - on experience matching their learning objectives . credits are determined by total clock hours spent on site during the term . must be coordinated with supervisor , instructor and cooperative education specialist .","communicate effectively with employers , coworkers and customers , adapting to feedback as it pertains to advanced terminology , processes and skills of auto collision repair and professional workplace behavior . work safely in the auto collision repair industry and apply a proper understanding of the use of advanced tools , products and chemicals and how those items affect the local and global environment . identify and implement strategies and processes to solve workplace and vehicle repair problems , access and utilize advanced repair information in a rapidly changing technology . apply necessary advanced computation skills effectively as they pertain to auto collision repair . use an understanding of variation in culture and human interactions to working within the team environment in the auto collision repair industry . apply the advanced technical knowledge , skills and attitudes necessary to work within the ethical and professional parameters of the auto collision repair profession , with limited supervision and start a career in the auto collision repair industry . function safely in a licensed auto collision repair shop . student will understand and practice personal safety by using proper protective gear . student will understand and practice hand and power tool safety . student will understand and maintain a safe work area . access and explain the importance of material safety data sheets ( msds ) . demonstrate professional work ethics ( habits ) . arrive at facility on time and prepared for the day ’s activities . perform projects in accordance to specifications and procedures . follow directions in a positive manner . manage time productively . respect equipment and fellow workers . demonstrate skill in problem solving and decision making . apply auto body repair procedures in a variety of shop situations . replace non - welded parts . replace weld - on parts . perform panel repairs . assist with shop operations such as vehicle clean - up , shop maintenance , and help other technicians . appraise learned skills by providing a weekly written report .",Communication Skills,3,"['active listening', 'clear expression', 'professional etiquette']","['interact with colleagues', 'convey information', 'handle customer inquiries.']"
11510512372764,"focuses on demonstrating knowledge of auto body repair . observe and obtain hands - on experience matching their learning objectives . credits are determined by total clock hours spent on site during the term . must be coordinated with supervisor , instructor and cooperative education specialist .","communicate effectively with employers , coworkers and customers , adapting to feedback as it pertains to advanced terminology , processes and skills of auto collision repair and professional workplace behavior . work safely in the auto collision repair industry and apply a proper understanding of the use of advanced tools , products and chemicals and how those items affect the local and global environment . identify and implement strategies and processes to solve workplace and vehicle repair problems , access and utilize advanced repair information in a rapidly changing technology . apply necessary advanced computation skills effectively as they pertain to auto collision repair . use an understanding of variation in culture and human interactions to working within the team environment in the auto collision repair industry . apply the advanced technical knowledge , skills and attitudes necessary to work within the ethical and professional parameters of the auto collision repair profession , with limited supervision and start a career in the auto collision repair industry . function safely in a licensed auto collision repair shop . student will understand and practice personal safety by using proper protective gear . student will understand and practice hand and power tool safety . student will understand and maintain a safe work area . access and explain the importance of material safety data sheets ( msds ) . demonstrate professional work ethics ( habits ) . arrive at facility on time and prepared for the day ’s activities . perform projects in accordance to specifications and procedures . follow directions in a positive manner . manage time productively . respect equipment and fellow workers . demonstrate skill in problem solving and decision making . apply auto body repair procedures in a variety of shop situations . replace non - welded parts . replace weld - on parts . perform panel repairs . assist with shop operations such as vehicle clean - up , shop maintenance , and help other technicians . appraise learned skills by providing a weekly written report .",Problem Solving,3,"['analytical thinking', 'decision-making', 'troubleshooting']","['identify issues', 'assess solutions', 'implement repairs.']"
11510512372764,"focuses on demonstrating knowledge of auto body repair . observe and obtain hands - on experience matching their learning objectives . credits are determined by total clock hours spent on site during the term . must be coordinated with supervisor , instructor and cooperative education specialist .","communicate effectively with employers , coworkers and customers , adapting to feedback as it pertains to advanced terminology , processes and skills of auto collision repair and professional workplace behavior . work safely in the auto collision repair industry and apply a proper understanding of the use of advanced tools , products and chemicals and how those items affect the local and global environment . identify and implement strategies and processes to solve workplace and vehicle repair problems , access and utilize advanced repair information in a rapidly changing technology . apply necessary advanced computation skills effectively as they pertain to auto collision repair . use an understanding of variation in culture and human interactions to working within the team environment in the auto collision repair industry . apply the advanced technical knowledge , skills and attitudes necessary to work within the ethical and professional parameters of the auto collision repair profession , with limited supervision and start a career in the auto collision repair industry . function safely in a licensed auto collision repair shop . student will understand and practice personal safety by using proper protective gear . student will understand and practice hand and power tool safety . student will understand and maintain a safe work area . access and explain the importance of material safety data sheets ( msds ) . demonstrate professional work ethics ( habits ) . arrive at facility on time and prepared for the day ’s activities . perform projects in accordance to specifications and procedures . follow directions in a positive manner . manage time productively . respect equipment and fellow workers . demonstrate skill in problem solving and decision making . apply auto body repair procedures in a variety of shop situations . replace non - welded parts . replace weld - on parts . perform panel repairs . assist with shop operations such as vehicle clean - up , shop maintenance , and help other technicians . appraise learned skills by providing a weekly written report .",Teamwork,3,"['collaboration', 'communication', 'respect']","['work collaboratively', 'support colleagues', 'contribute to goals.']"
11510512372764,"focuses on demonstrating knowledge of auto body repair . observe and obtain hands - on experience matching their learning objectives . credits are determined by total clock hours spent on site during the term . must be coordinated with supervisor , instructor and cooperative education specialist .","communicate effectively with employers , coworkers and customers , adapting to feedback as it pertains to advanced terminology , processes and skills of auto collision repair and professional workplace behavior . work safely in the auto collision repair industry and apply a proper understanding of the use of advanced tools , products and chemicals and how those items affect the local and global environment . identify and implement strategies and processes to solve workplace and vehicle repair problems , access and utilize advanced repair information in a rapidly changing technology . apply necessary advanced computation skills effectively as they pertain to auto collision repair . use an understanding of variation in culture and human interactions to working within the team environment in the auto collision repair industry . apply the advanced technical knowledge , skills and attitudes necessary to work within the ethical and professional parameters of the auto collision repair profession , with limited supervision and start a career in the auto collision repair industry . function safely in a licensed auto collision repair shop . student will understand and practice personal safety by using proper protective gear . student will understand and practice hand and power tool safety . student will understand and maintain a safe work area . access and explain the importance of material safety data sheets ( msds ) . demonstrate professional work ethics ( habits ) . arrive at facility on time and prepared for the day ’s activities . perform projects in accordance to specifications and procedures . follow directions in a positive manner . manage time productively . respect equipment and fellow workers . demonstrate skill in problem solving and decision making . apply auto body repair procedures in a variety of shop situations . replace non - welded parts . replace weld - on parts . perform panel repairs . assist with shop operations such as vehicle clean - up , shop maintenance , and help other technicians . appraise learned skills by providing a weekly written report .",Time Management,3,"['planning', 'prioritization', 'organization']","['manage workload', 'meet deadlines', 'use time efficiently.']"
2293512548519,"after studying the principles of morphological derivation which makes the students able to structure their understanding of the vocabulary production system , the course focuses on producing small texts expressing the students ’ opinion and description of the material seen during the sessions . ab 530 gives the opportunity to go beyond simple contact and to interact in arabic within the fields covered by the different documents . the field covered by the didactic documents broadens out to short authentic texts , short articles and literary production , as well as authentic documents such as letters , cards , advertisings , announcements … .",deal with details of arabic grammar ( both syntax and morphology / derivation system ) . practice current conversations on learning and everyday life topics . produce detailed narrated or argumentative texts which re - use the grammar and lexicon material seen during sessions .,Arabic fluency,4,"['Arabic grammar', 'syntax', 'morphology']","['Conversational skills', 'text production', 'comprehension.']"
2293512548519,"after studying the principles of morphological derivation which makes the students able to structure their understanding of the vocabulary production system , the course focuses on producing small texts expressing the students ’ opinion and description of the material seen during the sessions . ab 530 gives the opportunity to go beyond simple contact and to interact in arabic within the fields covered by the different documents . the field covered by the didactic documents broadens out to short authentic texts , short articles and literary production , as well as authentic documents such as letters , cards , advertisings , announcements … .",deal with details of arabic grammar ( both syntax and morphology / derivation system ) . practice current conversations on learning and everyday life topics . produce detailed narrated or argumentative texts which re - use the grammar and lexicon material seen during sessions .,Written Expression,3,"['Grammatical structures', 'vocabulary', 'textual organization']","['Text production', 'paragraph formation', 'argumentation.']"
2293512548519,"after studying the principles of morphological derivation which makes the students able to structure their understanding of the vocabulary production system , the course focuses on producing small texts expressing the students ’ opinion and description of the material seen during the sessions . ab 530 gives the opportunity to go beyond simple contact and to interact in arabic within the fields covered by the different documents . the field covered by the didactic documents broadens out to short authentic texts , short articles and literary production , as well as authentic documents such as letters , cards , advertisings , announcements … .",deal with details of arabic grammar ( both syntax and morphology / derivation system ) . practice current conversations on learning and everyday life topics . produce detailed narrated or argumentative texts which re - use the grammar and lexicon material seen during sessions .,Morphology,4,"['Word formation', 'derivational rules', 'linguistic analysis']","['Word derivation', 'lexical analysis', 'vocabulary expansion.']"
2293512548519,"after studying the principles of morphological derivation which makes the students able to structure their understanding of the vocabulary production system , the course focuses on producing small texts expressing the students ’ opinion and description of the material seen during the sessions . ab 530 gives the opportunity to go beyond simple contact and to interact in arabic within the fields covered by the different documents . the field covered by the didactic documents broadens out to short authentic texts , short articles and literary production , as well as authentic documents such as letters , cards , advertisings , announcements … .",deal with details of arabic grammar ( both syntax and morphology / derivation system ) . practice current conversations on learning and everyday life topics . produce detailed narrated or argumentative texts which re - use the grammar and lexicon material seen during sessions .,Reading Comprehension,3,"['Text structure', 'vocabulary', 'inference skills']","['Textual understanding', 'summarizing', 'identifying key points.']"
2293512548519,"after studying the principles of morphological derivation which makes the students able to structure their understanding of the vocabulary production system , the course focuses on producing small texts expressing the students ’ opinion and description of the material seen during the sessions . ab 530 gives the opportunity to go beyond simple contact and to interact in arabic within the fields covered by the different documents . the field covered by the didactic documents broadens out to short authentic texts , short articles and literary production , as well as authentic documents such as letters , cards , advertisings , announcements … .",deal with details of arabic grammar ( both syntax and morphology / derivation system ) . practice current conversations on learning and everyday life topics . produce detailed narrated or argumentative texts which re - use the grammar and lexicon material seen during sessions .,Language learning,3,"['Learning strategies', 'language acquisition', 'communicative skills']","['Self-directed learning', 'communicative practice', 'applying learned grammar.']"
